App_level,Book_Level,Quest_Name,Quiz_ID,Quiz_Name,Vocab,English_Meaning,Vietnamese_Meaning,Word_Type,Photo,Component
Beginner,HSK 1,Asking people,QZ-HSK1-QT01B-10,What is the drink?,咖啡,coffee,Cà phê,noun,https://flashcardy.com/?card=cmhr2zqus001xtxcs7eykylu7,"咖啡 (coffee) = 咖 (coffee sound) + 啡 (coffee sound)
咖 = 口 (mouth) + 加 (add)
啡 = 口 (mouth) + 非 (not)"
Beginner,HSK 1,Asking people,QZ-HSK1-QT01B-10,What is the drink?,牛奶,milk,Sữa,noun,https://flashcardy.com/?card=cmhr2ye1u001ttxcsip29yu32,"牛奶 (milk) = 牛 (cow) + 奶 (milk)
牛 (cow) = pictograph of cow’s head with horns
奶 (milk) = 女 (woman) + 乃 (thus)"
Beginner,HSK 1,Asking people,QZ-HSK1-QT01B-10,What is the drink?,啤酒,beer,Bia,noun,https://flashcardy.com/?card=cmhr2vrpj001n9bio3wo6ezkw,"啤酒 (beer) = 啤 (beer sound) + 酒 (alcohol)
啤 = 口 (mouth) + 卑 (low/humble)
酒 (alcohol) = 氵(water) + 酉 (wine jar)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-01,I study Chinese,学习,Study / Learn,Học,Verb,,"学 = 冖 (roof) + 子 (child) + ⺍ (hand/claw)
 习 = 羽 (feather, simplified) – implies “practice”"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-01,I study Chinese,汉语,Chinese language,Tiếng Trung,Noun,,"汉 = 氵 (water) + 又
 语 = 讠 (speech) + 吾 (I)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-01,I study Chinese,难,Difficult,Khó,Adjective,,难 = bird (隻) + 口 (mouth)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-01,I study Chinese,汉字,Chinese character,Chữ Hán,Noun,,"汉 =  氵(water) + 又 (right hand)
字 = 宀 (roof) + 子 (child)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-01,I study Chinese,发音,pronunciation,Phát âm,Noun,,"发 = ㇗ (N/A) + 丨 (line) + 丶 (dot) + 又 (right hand)
音 => 音 (sound)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-02,Whose is this?,地图,map,Bản đồ,noun,,"地图 (map) = 地 (earth) + 图 (drawing)
地 (earth) = 土 (earth) + 也 (also)
图 (drawing) = 囗 (enclosure) + 冬 (winter)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-02,Whose is this?,耳机,ear phone,Tai nghe,noun,,"耳机 (ear phone) = 耳 (ear) + 机 (device)
耳 (ear) = pictograph of an ear
机 (device) = 木 (wood) + 几 (small table)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-02,Whose is this?,的,whose,Của ai,particle,,的 (whose) = 白 (white) + 勺 (spoon)
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-02,Whose is this?,毛笔,calligraphy pen,Bút thư pháp,noun,,"毛笔 (calligraphy pen) = 毛 (hair) + 笔 (pen)
毛 (hair) = pictograph of fur/hair
笔 (pen) = ⺮ (bamboo) + 毛 (hair)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-02,Whose is this?,班长,class monitor,Lớp trưởng,noun,,"班长 (class monitor) = 班 (class) + 长 (chief)
班 (class) = 王 (jade) + 分 (divide)
长 (chief/long) = 長 (long) pictograph of a long person/hair"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-03,That's my teacher,谁,who,Ai,pronoun,,谁 (who) = 讠(speech) + 隹(short-tailed bird)
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-03,That's my teacher,英语老师,English teacher,Giáo viên tiếng Anh,noun phrase,,"英语老师 (English teacher) = 英 (England) + 语 (language) + 老师 (teacher)
英 (England) = 艹(grass) + 央(center)
语 (language) = 讠(speech) + 吾(I)
老师 (teacher) = 老(old) + 师(master)
老 (old) = 土(earth) + 匕(spoon/ladle)
师 (master) = 巾(cloth) + 帀(go around)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-03,That's my teacher,哪儿,where,Ở đâu,question word,https://flashcardy.com/?card=cmgmdk5oj000dtxcsuog0y2pc,"哪国 (where / from which country) = 哪 (which) + 国(country)
哪 (which) = 口(mouth) + 那(that)
那 (that) = 阝(city) + ⽉(moon/flesh)
国 (country) = 囗(enclosure) + 玉(jade)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-03,That's my teacher,澳大利亚,Australia,Úc,noun,,"澳大利亚人 (Australian) = 澳 (Australia) + 大(big) + 利(benefit) + 亚(Asia) + 人(person)
澳 (Australia) = 氵(water) + 奥(mysterious)
奥 (mysterious) = 大(big) + 米(rice) + 釆(to distinguish)
大 (big) = pictograph of a person with outstretched arms
利 (benefit) = 禾(grain) + 刀(knife)
亚 (Asia) = 二(two) + 亞(structural form, meaning second/Asia)
人 (person) = pictograph of a standing person"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-03,That's my teacher,从,From,Từ,preposition,,从 (fromy) = 人 (person) + 人 (person)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-04,Magazine in English,书,Book,Sách,Noun,,书 = 冖 (cover) + 又 (again/hand)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-04,Magazine in English,什么,Kind of,Loại,Pronoun,,那 = 邑 (city) + 那
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-04,Magazine in English,杂志,Magazine,Tạp chí,Noun,,"杂 = 木 + 九 (mixed)
 志 = 心 + 士 (intention)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-04,Magazine in English,英文,english,Tiếng Anh,Noun,,"英 = 艹 (grass) + 大 (big) + 冂 (upside down box) 
文 =  文 (script/literature)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-04,Magazine in English,彩色,colour,Màu sắc,Noun,,"颜色 (colour) = 颜 (face/appearance) + 色 (colour)
颜 (face/appearance) = 页 (head/page) + 彦 (elegant)
页 (head/page) = 丆 (one) + 贝 (shell/money)
彦 (elegant) = 产 (produce) + 彡 (hair/decoration)
色 (colour) = 巴 (wrap) + 卩 (seal)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-05,What’s in that bag?,装,hold; pack; load,Cầm; đóng gói; chất,Verb,,装 = 丬 (split wood) + 士 (scholar) + 衣 (clothes)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-05,What’s in that bag?,都,All / both,Tất cả / Cả hai,Adverb,,者 (person) + 阝 (city/place)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-05,What’s in that bag?,化妆品,Cosmetics,Mỹ phẩm,Noun,,"化 = 人 (person) + 匕 (change)
 妆 = 女 + 庄
 品 = three mouths – items/things"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-05,What’s in that bag?,口红,Lipstick,Son môi,Noun,,口 (mouth) + 红 = 纟 + 工
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-05,What’s in that bag?,瓶,Bottle,Chai / Lọ,Measure word / Noun,,瓦 (tile) + 并 (side by side) – container shape
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-05,What’s in that bag?,对,Yes/Correct,Đúng,Verb,,寸 (hand) + 又 (again) – aligned precisely
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-06,Your major,学校,School,Trường học,Noun,,"学 = 冖 (cover) + 子 (child) + 爪 (hands) – child learning under roof
 校 = 木 (tree) + 交 (interact) – place with structure for learning"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-06,Your major,河内,Hanoi (capital of Vietnam),Hà Nội,Noun,,"河 = 氵 (water) + 一 (one) + 亅 (hook) + 口 (mouth)
内 = 人 (human) + 冂 (upside down box)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-06,Your major,专业,speciality; discipline,Chuyên ngành,Noun,,"专 = 二 (two) + 丨 (line) + 龴 (N/A)
业 = No glyph available + 丷 (eight/divide) + 一 (one)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-06,Your major,觉得,To feel,Cảm thấy,Verb,,觉 = 视 (see) + 觉; 得 = 德 (virtue) without heart
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-06,Your major,口语,oral language; spoken language;,#N/A,Noun,,"口 = 口 (mouth)
语 = 讠 (speech) + 一 (one) + 力 (power/force) + 一 (one) + 口 (mouth)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,晚上,Evening,Buổi tối,Noun,,"晚 = 日 (sun) + 免 (avoid)
 上 = one + line"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,电影,Movie / Film,Phim,Noun,,"电 = electricity
影 = 景 (scene) + 彡 (shadow)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,知道,To know,Biết,Verb,,"知 = 矢 (arrow) + 口 (mouth)
 道 = 辶 (walk) + 首 (head) – path of understanding"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,可是,However,Tuy nhiên,Conjunction,,"可 = 口 (mouth) + 丁 (nail)
 是 = 日 (sun) + 正 (correct)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,听说,Hear (it said),Nghe nói,Verb,,"听 = 口 (mouth) + 斤 (axe – metaphor for sharp hearing)
 说 = 讠 (speech) + 兑 (exchange)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,有名,Famous,Nổi tiếng,Adjective,,"有 = 又 (hand) + 月 (moon)
名 = 夕 (evening) + 口 (mouth)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,做,To do / make,Làm,Verb,,亻 (person) + 故 (cause)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,要,Want / Need,Muốn / Cần,Verb,,要 = 西 (west) + 女 (woman)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-07,Are you free tonight?,作业,Homework,Bài tập về nhà,Noun,,"作 = 亻 (person) + 乍 (suddenly, action)
 业 = vertical + strokes = occupation/work"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,这些,These,Những cái này,Pronoun,,"这 = 辶 (walk) + 文 (writing)
 些 = 此 (this) + 二 (two – plurality)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,东西,Things,Đồ vật,Noun,,"东 = 一 + 木 (east)
 西 = cover + bird shape (west)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,弟弟,Younger brother,Em trai,Noun,,弓 (bow) + 八 (eight) – symbolic for younger
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,零食,Snacks,Đồ ăn vặt,Noun,,"零 = 雨 (rain) + 令 (order)
 食 = eat (roof + good)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,爸爸,Dad,Bố,Noun,,"我 = 手 (hand) + 戈 (spear)
父 = hand holding stick (discipline)
巴 = mouth shape"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,茶叶,Tea leaves,Lá trà,Noun,,"茶 = 艹 (grass) + 人 (person) + 木 (tree)
 叶 = 口 (mouth) + 十 (ten)"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,红茶,Black tea,Trà đen,Noun,,"红 = 纟 (silk) + 工 (work)
 茶 = see above"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-08,What are these things?,绿茶,Green tea,Trà xanh,Noun,,"绿 = 纟 (silk) + 录 (record)
 茶 = tea"
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-09,How many people are there in your family?,家,family; household,Gia đình,Noun,,家 = 宀 (roof) + 豕 (pig)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-09,How many people are there in your family?,爷爷,Grandfather,Ông,Noun,,父 (father) + ⺧ (phonetic)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-09,How many people are there in your family?,奶奶,Grandmother,Bà,Noun,,女 (woman) + 乃 (to bear)
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-09,How many people are there in your family?,妈妈,Mother,Mẹ,Noun,,女 (woman) + 马 (horse) – phonetic
Beginner,HSK 1,Campus Life,QZ-HSK1-QT02A-09,How many people are there in your family?,兄弟姐妹,Siblings,Anh chị em,Noun,,口 (mouth) + 可 (phonetic/“eldest”)
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-10,Big family of mine,人,people,Người,noun,,人 (people) = 人 (pictograph of a standing person)
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-10,Big family of mine,这,this,Này,pronoun,,这 (this) = 辶(walk) + 文(script/pattern)
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-10,Big family of mine,照片,picture,Bức tranh,noun,,"照片 (picture) = 照 (shine) + 片 (slice)
照 (shine) = 昭(bright) + 灬(fire)
昭 (bright) = 日(sun) + 召(call)
召 (call) = 刀(knife) + 口(mouth)
片 (slice) = pictograph of a slice of wood"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-10,Big family of mine,三世同堂 ,three-generation family ,#N/A,noun,,"三世同堂 (three generations under one roof)  
= 三 (three) + 世 (generation) + 同 (together) + 堂 (hall)
三 (three) = pictograph (three horizontal lines)  
世 (generation) = 一 + 廿 + 十 (pictographic time compound)  
同 (together) = 冂 (enclosure) + 口 (mouth)  
堂 (hall) = semantic (土 + roof) + phonetic (尚)"
Beginner,HSK1,Campus Life,QZ-HSK1-QT02A-10,Big family of mine,房子,house,Nhà,noun,,房子 (house) = 房 (house/room) + 子 (noun suffix)
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,还有,Also have,Cũng có,Phrase,,还 = still; 有 = have
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,狗,Dog,Chó,Noun,,犭 (dog radical) + 句 (phonetic)
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,五,Five,Năm,Number,,Variant of 二 + horizontal strokes
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,六,Six,Sáu,Number,,Top = 八 (divide) + stroke – originally flowing
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,没错,that's right,Đúng vậy,,,"没 = 氵 (water) + 殳 (weapon/lance)
错 = 钅 (metal/gold) + 艹 (grass) + 一 (one) + 日 (sun/day)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,哦,Oh,Ôi,Particle,,口 (mouth) + 我 (phonetic)
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,懂,To understand,Hiểu,Verb,,忄(heart) + 董 (supervise)
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-01,My family has a dog,家人,Family members,Thành viên gia đình,Noun,,"家 = 宀 (roof) + 豕 (pig)
 人 = person"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-02,Don’t you have a computer,电脑,Computer,Máy tính,Noun,,"电 = electricity
 脑 = 月 (flesh) + 囟 (head/skull)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-02,Don’t you have a computer,这儿,Here,Ở đây,Pronoun,,"这 = 辶 (walk) + 文 (text)
 儿 = child"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-02,Don’t you have a computer,轻,Light,Đèn / Ánh sáng,Adjective,,车 (vehicle) + 圣 (holy)
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-02,Don’t you have a computer,比较,Relatively,Tương đối,Adverb,,"比 = compare (two hands)
 较 = 车 (vehicle) + 交 (interact)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-02,Don’t you have a computer,礼物,Present,Hiện tại,Noun,,"礼 = 礻 (ritual) + 乚
 物 = 牛 (cow) + 勿 (not)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,星期天,Sunday,Chủ nhật,Noun,,"星 = 日 (sun) + 生 (life)
 期 = 月 (moon) + 其 (its)
 天 = 一 + 大"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,咱们,We,Chúng tôi,Pronoun,,"咱 = 口 (mouth) + 自 (self)
 们 = 亻 + 门 (door)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,一起,Together,Cùng nhau,Adverb,,"一 = one
 起 = 走 (walk) + 己 (self)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,图书馆,Library,Thư viện,Noun,,"图 = 囗 (enclosure) + 冬 (winter)
 书 = 冖 (cover) + 又 (hand)
 馆 = 饣 (food) + 官 (official)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,吧,(suggestion particle),trợ từ gợi ý (nhé / đi),Particle,,"口 (mouth) + 巴 (cling, phonetic)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,几点,What time?,Mấy giờ?,Phrase,,"几 = small table (pictograph)
 点 = 灬 (fire) + 占 (occupy)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,没问题,no problem,Không vấn đề gì,Phrase,,"没 = 氵 (water) + 殳 (weapon/lance)
问 = 门 (gate) + 口 (mouth)
题 = 日 (sun/day) + 一 (one) + 龰 (N/A) + 页 (leaf)"
Beginner,HSK 1,School conversation,QZ-HSK1-QT02B-03,What are you going to the library for?,门口,door; gate,Cửa / Cổng,Noun,,"门 = 门 (gate)
口 = 口 (mouth)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-04,Where are you from?,哪国人,which country,Nước nào,question phrase,,"哪国人 (nationality) = 哪 (which) + 国 (country) + 人 (person)
哪 (which) = 口 (mouth) + 那 (that)
那 (that) = 阝 (city) + ⽉ (moon/flesh)
国 (country) = 囗 (enclosure) + 玉 (jade)
人 (person) = pictograph of a standing person"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-04,Where are you from?,你的,your,Của bạn,pronoun (possessive),,"你的 (your) = 你 (you) + 的 (possessive marker)
的 (possessive marker) = 白 (white) + 勺 (spoon)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-04,Where are you from?,法国人,French,Người Pháp / Tiếng Pháp,noun,,"法国人 (French) = 法 (law/France) + 国 (country) + 人 (person)
法 (law/France) = 氵 (water) + 去 (go)
去 (go) = 土 (earth) + 厶 (private)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-04,Where are you from?,你呢,how about you,Còn bạn thì sao?,phrase (question particle 呢),,"你呢 (how about you) = 你 (you) + 呢 (question particle)
你 (you) = 亻 (person) + 尔 (you)
呢 (particle) = 口 (mouth) + 尼 (nun)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-04,Where are you from?,越南华人,Vietnamese Chinese,Hoa kiều Việt Nam,noun,,"越南华人 (Vietnamese Chinese) = 越 (Vietnam) + 南 (south) + 华 (Chinese) + 人 (person)
越 (Vietnam / exceed) = 走 (walk) + 戉 (axe)
南 (south) = 十 (ten) + 冂 (open country) + 丨 (line) + 干 (stem)
华 (Chinese / splendid) = 艹 (grass) + 化 (transform)
化 (transform) = 亻 (person) + 匕 (spoon)
人 (person) = pictograph of a standing person"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-05,A friend from Thailand ,泰国,Thailand,Thái Lan,pronoun,,谁 (who / people) = 讠(speech) + 隹(short-tailed bird)
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-05,A friend from Thailand ,旁边班,next class,Tiết học sau,noun phrase,,"旁边班 (next class) = 旁 (beside) + 边 (side) + 班 (class)
旁 (beside) = 方(square) + 立(stand) + 小(small)
边 (side) = 辶(walk) + 力(power)
班 (class) = 王(jade) + 分(divide)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-05,A friend from Thailand ,哪国人,Nationality,Quốc tịch,noun,,"哪国人 (which country person) = 哪 (which) + 国 (country) + 人 (person)
哪 (which) = 口(mouth) + 那(that)
那 (that) = 阝(city) + 月(moon/flesh)
国 (country) = 囗(enclosure) + 玉(jade)
人 (person) = pictograph of a standing person"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-05,A friend from Thailand ,泰国人,Thai (people),Người Thái,noun,,"泰国人 (Thailand / Thai people) = 泰 (Thailand) + 国 (country) + 人 (person)
泰 (Thailand) = 水(water) + 大(big) + 艹(grass) + 氺(water variant)
国 (country) = 囗(enclosure) + 玉(jade)
人 (person) = pictograph of a standing person"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-05,A friend from Thailand ,他,he,Anh ấy,pronoun,,他 (his / he) = 亻(person) + 也(also)
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-06,My chef,那,that,Đó / Kia,noun phrase,,"那个人 (that man) = 那 (that) + 个 (classifier) + 人 (man/person)
那 (that) = 阝(city) + 月(moon/flesh)
个 (classifier) = 竹(bamboo) (simplified form, originally 亅 + 丿)
人 (person) = pictograph of a standing man"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-06,My chef,男人,man,Người đàn ông,pronoun,,谁 (who) = 讠(speech) + 隹(short-tailed bird)
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-06,My chef,厨师,chef,Đầu bếp,noun,,"厨师 (chef) = 厨 (kitchen) + 师 (master)
厨 (kitchen) = 广(shelter) + 豕(pig)
师 (master) = 巾(cloth) + 帀(go around)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-06,My chef,超人,superman,Siêu nhân,noun,,"超人 (superman) = 超 (super / surpass) + 人 (man)
超 (surpass) = 走(walk) + 召(call)
召 (call) = 刀(knife) + 口(mouth)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-06,My chef,最好朋友,best friend,Bạn thân nhất,noun phrase,,"最好朋友 (best friend) = 最 (most) + 好 (good) + 朋友 (friend)
最 (most) = 日(sun) + 取(take)
取 (take) = 耳(ear) + 又(hand)
好 (good) = 女(woman) + 子(child)
朋友 (friend) = 朋(companion) + 友(friend)
朋 (companion) = 月(moon) + 月(moon)
友 (friend) = 又(hand) + ⺄(stroke)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-07,In the classroom,教室,classroom,Phòng học,noun,,"教室 (classroom) = 教 (teach) + 室 (room)
教 (teach) = 孝(filial) + 攵(action)
孝 (filial) = 老(old) + 子(child)
室 (room) = 宀(roof) + 至(reach)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-07,In the classroom,多少,how many,Bao nhiêu (đếm được),question phrase,,"多少 (how many) = 多 (many) + 少 (few)
多 (many) = 夕(evening) + 夕(evening)
少 (few) = 小(small) + 丿(stroke)"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-07,In the classroom,把,measure word,Lượng từ,preposition,,把 (measure word / hold) = 扌(hand) + 巴(to cling)
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-07,In the classroom,椅子,chair,Ghế,noun,,"椅子 (chair) = 椅 (chair) + 子 (suffix/noun)
椅 (chair) = 木(wood) + 奇(strange)
奇 (strange) = 大(big) + 可(can)
子 (child / noun suffix) = pictograph of a child"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-07,In the classroom,柜子,cupboard,Tủ,noun,,"柜子 (cupboard) = 柜 (cupboard) + 子 (suffix/noun)
柜 (cupboard) = 木(wood) + 匮(deficiency/container)
匮 (container) = 匚(box) + 贵(precious)
贵 (precious) = 中(middle) + 贝(shell, money)
子 (child / noun suffix) = pictograph of a child"
Beginner,HSK1,School conversation,QZ-HSK1-QT02B-08,Have a meeting,开会,"meeting, to hold a meeting",Họp / Tổ chức họp,verb-object phrase,,"开会 (meeting) = 开 (open/hold) + 会 (gather/meeting)
开 (open) = 一(one) + 廾(two hands)
会 (gather/meeting) = 人(person) + 云(to say/together)"
