level,lesson,question_vi,answer_zh,words,explanation
HSK 5,8,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 5,8,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 5,8,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 5,8,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 5,8,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 5,8,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 5,9,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 5,9,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 5,9,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 5,9,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 5,9,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 5,9,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 5,9,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 5,9,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 5,9,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 5,9,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 5,10,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 5,10,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 5,10,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 5,10,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 5,10,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 5,10,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 5,10,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 5,10,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 5,10,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 5,10,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,1,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,1,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,1,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,1,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,1,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,1,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,1,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,1,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,1,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,1,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,2,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,2,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,2,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,2,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,2,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,2,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,2,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,2,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,2,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,2,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,3,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,3,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,3,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,3,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,3,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,3,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,3,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,3,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,3,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,3,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,4,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,4,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,4,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,4,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,4,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,4,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,4,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,4,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,4,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,4,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,5,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,5,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,5,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,5,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,5,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,5,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,5,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,5,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,5,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,5,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,6,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,6,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,6,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,6,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,6,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,6,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,6,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,6,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,6,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,6,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,7,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,7,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,7,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,7,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,7,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,7,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,7,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,7,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,7,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,7,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,8,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,8,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 6,8,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 6,8,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 6,8,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 6,8,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 6,8,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 6,8,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 6,8,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 6,8,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 6,9,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 6,9,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
