level,lesson,question_vi,answer_zh,explanation
"HSK 2","7","Tôi đã đọc sách.","我已经看书了。","看书 = đọc sách"
"HSK 2","7","Tôi đã xem phim.","我已经看电影了。","看电影 = xem phim"
"HSK 2","7","Tôi đã học từ mới.","我已经学习生词了。","学习生词 = học từ mới"
"HSK 2","7","Tôi đã gọi điện.","我已经打电话了。","打电话 = gọi điện"
"HSK 2","7","Tôi đã đi du lịch.","我已经旅游了。","旅游 = đi du lịch"
"HSK 2","7","Tôi đã nghe nhạc.","我已经听音乐了。","听音乐 = nghe nhạc"
"HSK 2","8","Tôi chưa đi làm.","我还没上班。","上班 = đi làm"
"HSK 2","8","Tôi chưa đi mua đồ.","我还没买东西。","买东西 = đi mua đồ"
"HSK 2","8","Tôi chưa nấu ăn.","我还没做饭。","做饭 = nấu ăn"
"HSK 2","8","Tôi chưa chạy bộ.","我还没跑步。","跑步 = chạy bộ"
"HSK 2","8","Tôi chưa đọc sách.","我还没看书。","看书 = đọc sách"
"HSK 2","8","Tôi chưa xem phim.","我还没看电影。","看电影 = xem phim"
"HSK 2","8","Tôi chưa học từ mới.","我还没学习生词。","学习生词 = học từ mới"
"HSK 2","8","Tôi chưa gọi điện.","我还没打电话。","打电话 = gọi điện"
"HSK 2","8","Tôi chưa đi du lịch.","我还没旅游。","旅游 = đi du lịch"
"HSK 2","8","Tôi chưa nghe nhạc.","我还没听音乐。","听音乐 = nghe nhạc"
"HSK 2","9","Bạn có thể đi làm không?","你可以上班吗？","上班 = đi làm"
"HSK 2","9","Bạn có thể đi mua đồ không?","你可以买东西吗？","买东西 = đi mua đồ"
"HSK 2","9","Bạn có thể nấu ăn không?","你可以做饭吗？","做饭 = nấu ăn"
"HSK 2","9","Bạn có thể chạy bộ không?","你可以跑步吗？","跑步 = chạy bộ"
"HSK 2","9","Bạn có thể đọc sách không?","你可以看书吗？","看书 = đọc sách"
"HSK 2","9","Bạn có thể xem phim không?","你可以看电影吗？","看电影 = xem phim"
"HSK 2","9","Bạn có thể học từ mới không?","你可以学习生词吗？","学习生词 = học từ mới"
"HSK 2","9","Bạn có thể gọi điện không?","你可以打电话吗？","打电话 = gọi điện"
"HSK 2","9","Bạn có thể đi du lịch không?","你可以旅游吗？","旅游 = đi du lịch"
"HSK 2","9","Bạn có thể nghe nhạc không?","你可以听音乐吗？","听音乐 = nghe nhạc"
"HSK 2","10","Tôi hy vọng có thể đi làm.","我希望能够上班。","上班 = đi làm"
"HSK 2","10","Tôi hy vọng có thể đi mua đồ.","我希望能够买东西。","买东西 = đi mua đồ"
"HSK 2","10","Tôi hy vọng có thể nấu ăn.","我希望能够做饭。","做饭 = nấu ăn"
"HSK 2","10","Tôi hy vọng có thể chạy bộ.","我希望能够跑步。","跑步 = chạy bộ"
"HSK 2","10","Tôi hy vọng có thể đọc sách.","我希望能够看书。","看书 = đọc sách"
"HSK 2","10","Tôi hy vọng có thể xem phim.","我希望能够看电影。","看电影 = xem phim"
"HSK 2","10","Tôi hy vọng có thể học từ mới.","我希望能够学习生词。","学习生词 = học từ mới"
"HSK 2","10","Tôi hy vọng có thể gọi điện.","我希望能够打电话。","打电话 = gọi điện"
"HSK 2","10","Tôi hy vọng có thể đi du lịch.","我希望能够旅游。","旅游 = đi du lịch"
"HSK 2","10","Tôi hy vọng có thể nghe nhạc.","我希望能够听音乐。","听音乐 = nghe nhạc"
"HSK 2","11","Sau khi đi làm, tôi hiểu hơn.","上班以后，我更明白了。","上班 = đi làm"
"HSK 2","11","Sau khi đi mua đồ, tôi hiểu hơn.","买东西以后，我更明白了。","买东西 = đi mua đồ"
"HSK 2","11","Sau khi nấu ăn, tôi hiểu hơn.","做饭以后，我更明白了。","做饭 = nấu ăn"
"HSK 2","11","Sau khi chạy bộ, tôi hiểu hơn.","跑步以后，我更明白了。","跑步 = chạy bộ"
"HSK 2","11","Sau khi đọc sách, tôi hiểu hơn.","看书以后，我更明白了。","看书 = đọc sách"
"HSK 2","11","Sau khi xem phim, tôi hiểu hơn.","看电影以后，我更明白了。","看电影 = xem phim"
"HSK 2","11","Sau khi học từ mới, tôi hiểu hơn.","学习生词以后，我更明白了。","学习生词 = học từ mới"
"HSK 2","11","Sau khi gọi điện, tôi hiểu hơn.","打电话以后，我更明白了。","打电话 = gọi điện"
"HSK 2","11","Sau khi đi du lịch, tôi hiểu hơn.","旅游以后，我更明白了。","旅游 = đi du lịch"
"HSK 2","11","Sau khi nghe nhạc, tôi hiểu hơn.","听音乐以后，我更明白了。","听音乐 = nghe nhạc"
"HSK 2","12","Trước khi đi làm, hãy chuẩn bị kỹ.","上班以前，请做好准备。","上班 = đi làm"
"HSK 2","12","Trước khi đi mua đồ, hãy chuẩn bị kỹ.","买东西以前，请做好准备。","买东西 = đi mua đồ"
"HSK 2","12","Trước khi nấu ăn, hãy chuẩn bị kỹ.","做饭以前，请做好准备。","做饭 = nấu ăn"
"HSK 2","12","Trước khi chạy bộ, hãy chuẩn bị kỹ.","跑步以前，请做好准备。","跑步 = chạy bộ"
"HSK 2","12","Trước khi đọc sách, hãy chuẩn bị kỹ.","看书以前，请做好准备。","看书 = đọc sách"
"HSK 2","12","Trước khi xem phim, hãy chuẩn bị kỹ.","看电影以前，请做好准备。","看电影 = xem phim"
"HSK 2","12","Trước khi học từ mới, hãy chuẩn bị kỹ.","学习生词以前，请做好准备。","学习生词 = học từ mới"
"HSK 2","12","Trước khi gọi điện, hãy chuẩn bị kỹ.","打电话以前，请做好准备。","打电话 = gọi điện"
"HSK 2","12","Trước khi đi du lịch, hãy chuẩn bị kỹ.","旅游以前，请做好准备。","旅游 = đi du lịch"
"HSK 2","12","Trước khi nghe nhạc, hãy chuẩn bị kỹ.","听音乐以前，请做好准备。","听音乐 = nghe nhạc"
"HSK 2","13","Tôi không biết làm thế nào để đi làm.","我不知道怎么上班。","上班 = đi làm"
"HSK 2","13","Tôi không biết làm thế nào để đi mua đồ.","我不知道怎么买东西。","买东西 = đi mua đồ"
"HSK 2","13","Tôi không biết làm thế nào để nấu ăn.","我不知道怎么做饭。","做饭 = nấu ăn"
"HSK 2","13","Tôi không biết làm thế nào để chạy bộ.","我不知道怎么跑步。","跑步 = chạy bộ"
"HSK 2","13","Tôi không biết làm thế nào để đọc sách.","我不知道怎么看书。","看书 = đọc sách"
"HSK 2","13","Tôi không biết làm thế nào để xem phim.","我不知道怎么看电影。","看电影 = xem phim"
"HSK 2","13","Tôi không biết làm thế nào để học từ mới.","我不知道怎么学习生词。","学习生词 = học từ mới"
"HSK 2","13","Tôi không biết làm thế nào để gọi điện.","我不知道怎么打电话。","打电话 = gọi điện"
"HSK 2","13","Tôi không biết làm thế nào để đi du lịch.","我不知道怎么旅游。","旅游 = đi du lịch"
"HSK 2","13","Tôi không biết làm thế nào để nghe nhạc.","我不知道怎么听音乐。","听音乐 = nghe nhạc"
"HSK 2","14","Tôi tin rằng việc đi làm sẽ có kết quả tốt.","我相信上班会有好结果。","上班 = đi làm"
"HSK 2","14","Tôi tin rằng việc đi mua đồ sẽ có kết quả tốt.","我相信买东西会有好结果。","买东西 = đi mua đồ"
"HSK 2","14","Tôi tin rằng việc nấu ăn sẽ có kết quả tốt.","我相信做饭会有好结果。","做饭 = nấu ăn"
"HSK 2","14","Tôi tin rằng việc chạy bộ sẽ có kết quả tốt.","我相信跑步会有好结果。","跑步 = chạy bộ"
"HSK 2","14","Tôi tin rằng việc đọc sách sẽ có kết quả tốt.","我相信看书会有好结果。","看书 = đọc sách"
"HSK 2","14","Tôi tin rằng việc xem phim sẽ có kết quả tốt.","我相信看电影会有好结果。","看电影 = xem phim"
"HSK 2","14","Tôi tin rằng việc học từ mới sẽ có kết quả tốt.","我相信学习生词会有好结果。","学习生词 = học từ mới"
"HSK 2","14","Tôi tin rằng việc gọi điện sẽ có kết quả tốt.","我相信打电话会有好结果。","打电话 = gọi điện"
"HSK 2","14","Tôi tin rằng việc đi du lịch sẽ có kết quả tốt.","我相信旅游会有好结果。","旅游 = đi du lịch"
"HSK 2","14","Tôi tin rằng việc nghe nhạc sẽ có kết quả tốt.","我相信听音乐会有好结果。","听音乐 = nghe nhạc"
"HSK 2","15","Nếu không đi làm, vấn đề sẽ nghiêm trọng hơn.","如果不上班，问题会更严重。","上班 = đi làm"
"HSK 2","15","Nếu không đi mua đồ, vấn đề sẽ nghiêm trọng hơn.","如果不买东西，问题会更严重。","买东西 = đi mua đồ"
"HSK 2","15","Nếu không nấu ăn, vấn đề sẽ nghiêm trọng hơn.","如果不做饭，问题会更严重。","做饭 = nấu ăn"
"HSK 2","15","Nếu không chạy bộ, vấn đề sẽ nghiêm trọng hơn.","如果不跑步，问题会更严重。","跑步 = chạy bộ"
"HSK 2","15","Nếu không đọc sách, vấn đề sẽ nghiêm trọng hơn.","如果不看书，问题会更严重。","看书 = đọc sách"
"HSK 2","15","Nếu không xem phim, vấn đề sẽ nghiêm trọng hơn.","如果不看电影，问题会更严重。","看电影 = xem phim"
"HSK 2","15","Nếu không học từ mới, vấn đề sẽ nghiêm trọng hơn.","如果不学习生词，问题会更严重。","学习生词 = học từ mới"
"HSK 2","15","Nếu không gọi điện, vấn đề sẽ nghiêm trọng hơn.","如果不打电话，问题会更严重。","打电话 = gọi điện"
"HSK 2","15","Nếu không đi du lịch, vấn đề sẽ nghiêm trọng hơn.","如果不旅游，问题会更严重。","旅游 = đi du lịch"
"HSK 2","15","Nếu không nghe nhạc, vấn đề sẽ nghiêm trọng hơn.","如果不听音乐，问题会更严重。","听音乐 = nghe nhạc"
"HSK 2","16","Tôi muốn biết cách đi làm hiệu quả hơn.","我想知道如何更有效地上班。","上班 = đi làm"
"HSK 2","16","Tôi muốn biết cách đi mua đồ hiệu quả hơn.","我想知道如何更有效地买东西。","买东西 = đi mua đồ"
"HSK 2","16","Tôi muốn biết cách nấu ăn hiệu quả hơn.","我想知道如何更有效地做饭。","做饭 = nấu ăn"
"HSK 2","16","Tôi muốn biết cách chạy bộ hiệu quả hơn.","我想知道如何更有效地跑步。","跑步 = chạy bộ"
"HSK 2","16","Tôi muốn biết cách đọc sách hiệu quả hơn.","我想知道如何更有效地看书。","看书 = đọc sách"
"HSK 2","16","Tôi muốn biết cách xem phim hiệu quả hơn.","我想知道如何更有效地看电影。","看电影 = xem phim"
"HSK 2","16","Tôi muốn biết cách học từ mới hiệu quả hơn.","我想知道如何更有效地学习生词。","学习生词 = học từ mới"
"HSK 2","16","Tôi muốn biết cách gọi điện hiệu quả hơn.","我想知道如何更有效地打电话。","打电话 = gọi điện"
"HSK 2","16","Tôi muốn biết cách đi du lịch hiệu quả hơn.","我想知道如何更有效地旅游。","旅游 = đi du lịch"
"HSK 2","16","Tôi muốn biết cách nghe nhạc hiệu quả hơn.","我想知道如何更有效地听音乐。","听音乐 = nghe nhạc"
"HSK 2","17","Việc đi làm đòi hỏi nhiều thời gian.","上班需要很多时间。","上班 = đi làm"
"HSK 2","17","Việc đi mua đồ đòi hỏi nhiều thời gian.","买东西需要很多时间。","买东西 = đi mua đồ"
"HSK 2","17","Việc nấu ăn đòi hỏi nhiều thời gian.","做饭需要很多时间。","做饭 = nấu ăn"
"HSK 2","17","Việc chạy bộ đòi hỏi nhiều thời gian.","跑步需要很多时间。","跑步 = chạy bộ"
"HSK 2","17","Việc đọc sách đòi hỏi nhiều thời gian.","看书需要很多时间。","看书 = đọc sách"
"HSK 2","17","Việc xem phim đòi hỏi nhiều thời gian.","看电影需要很多时间。","看电影 = xem phim"
"HSK 2","17","Việc học từ mới đòi hỏi nhiều thời gian.","学习生词需要很多时间。","学习生词 = học từ mới"
"HSK 2","17","Việc gọi điện đòi hỏi nhiều thời gian.","打电话需要很多时间。","打电话 = gọi điện"
"HSK 2","17","Việc đi du lịch đòi hỏi nhiều thời gian.","旅游需要很多时间。","旅游 = đi du lịch"
"HSK 2","17","Việc nghe nhạc đòi hỏi nhiều thời gian.","听音乐需要很多时间。","听音乐 = nghe nhạc"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để đi làm.","专家正在研究如何上班。","上班 = đi làm"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để đi mua đồ.","专家正在研究如何买东西。","买东西 = đi mua đồ"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để nấu ăn.","专家正在研究如何做饭。","做饭 = nấu ăn"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để chạy bộ.","专家正在研究如何跑步。","跑步 = chạy bộ"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để đọc sách.","专家正在研究如何看书。","看书 = đọc sách"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để xem phim.","专家正在研究如何看电影。","看电影 = xem phim"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để học từ mới.","专家正在研究如何学习生词。","学习生词 = học từ mới"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để gọi điện.","专家正在研究如何打电话。","打电话 = gọi điện"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để đi du lịch.","专家正在研究如何旅游。","旅游 = đi du lịch"
"HSK 2","18","Các chuyên gia đang nghiên cứu làm thế nào để nghe nhạc.","专家正在研究如何听音乐。","听音乐 = nghe nhạc"
"HSK 2","19","Mục tiêu cuối cùng là đi làm.","最终目标是上班。","上班 = đi làm"
"HSK 2","19","Mục tiêu cuối cùng là đi mua đồ.","最终目标是买东西。","买东西 = đi mua đồ"
"HSK 2","19","Mục tiêu cuối cùng là nấu ăn.","最终目标是做饭。","做饭 = nấu ăn"
"HSK 2","19","Mục tiêu cuối cùng là chạy bộ.","最终目标是跑步。","跑步 = chạy bộ"
"HSK 2","19","Mục tiêu cuối cùng là đọc sách.","最终目标是看书。","看书 = đọc sách"
"HSK 2","19","Mục tiêu cuối cùng là xem phim.","最终目标是看电影。","看电影 = xem phim"
"HSK 2","19","Mục tiêu cuối cùng là học từ mới.","最终目标是学习生词。","学习生词 = học từ mới"
"HSK 2","19","Mục tiêu cuối cùng là gọi điện.","最终目标是打电话。","打电话 = gọi điện"
"HSK 2","19","Mục tiêu cuối cùng là đi du lịch.","最终目标是旅游。","旅游 = đi du lịch"
"HSK 2","19","Mục tiêu cuối cùng là nghe nhạc.","最终目标是听音乐。","听音乐 = nghe nhạc"
"HSK 2","20","Kết quả phụ thuộc vào việc chúng ta có thể đi làm hay không.","结果取决于我们能否上班。","上班 = đi làm"
"HSK 2","20","Kết quả phụ thuộc vào việc chúng ta có thể đi mua đồ hay không.","结果取决于我们能否买东西。","买东西 = đi mua đồ"
"HSK 2","20","Kết quả phụ thuộc vào việc chúng ta có thể nấu ăn hay không.","结果取决于我们能否做饭。","做饭 = nấu ăn"
